review_dates,reviews,Likes,vader_score_review,vader_sentiment_review,source
2026-01-13,NICO ROBIN I'LL PRAY TO YOU EVERYDAY 😳😳😳😳,1,0.4648,Positive,YouTube
2026-01-13,Y is vivi black,1,0.0,Neutral,YouTube
2026-01-13,Yeah we finally gonna get to see Viv- who is that????,1,0.4871,Positive,YouTube
2026-01-13,One piece is real 🔥,1,-0.34,Negative,YouTube
2026-01-13,1:27 👅👅👅,1,0.0,Neutral,YouTube
2026-01-13,1:12 and 1:26 for armpits 🥵,1,0.0,Neutral,YouTube
2026-01-13,"Robbin actress doesn't fit. And she can't act. Sad because she was my favorite female character. I am fine with all the other ""changes"".",1,0.6421,Positive,YouTube
2026-01-13,"The way she said ""monkey d luffy"" 🤤🤤🥴😩",1,-0.2732,Negative,YouTube
2026-01-13,WE will be there,1,0.0,Neutral,YouTube
2026-01-17,Let's goooo,1,0.0,Neutral,YouTube
2026-01-12,Goosebumps moment after stranger things 🥵💯,1,0.0,Neutral,YouTube
2026-01-12,ZORO 1 VS 100,1,0.0,Neutral,YouTube
2026-01-12,And we will witness the debut of Mr. Prince,1,0.0,Neutral,YouTube
2026-01-17,Please don’t make it gay and lame,1,-0.128,Negative,YouTube
2026-01-12,Robin and zoro totally🔥,1,-0.4005,Negative,YouTube
2026-01-12,Peaaakkk,1,0.0,Neutral,YouTube
2026-01-17,THEY MADE VIVI BLACK LET'S GOOOOOOOOOOO REPRESENTATIOOOOONNNNN,1,0.0,Neutral,YouTube
2026-01-13,I’m so glad this show is staying true to the original and not trying to “find a modern audience” or wtv they call it,1,0.8122,Positive,YouTube
2026-01-17,"Yoooooooooooooooooooooooo
1 piece is real 🎉🎉🎉🎉🎉",1,0.91,Positive,YouTube
2026-01-17,Maaaaaaaaaahhhhhhh🎶🎵🎶🎵🔥🔥🔥🔥🔥,1,-0.875,Negative,YouTube
2026-01-17,Lets fukn GOOOOOOO,1,0.0,Neutral,YouTube
2026-01-12,ITS HEEEEEEEEERRRRE,1,0.0,Neutral,YouTube
2026-01-12,LETS GO! This looks so good!,1,0.6514,Positive,YouTube
2026-01-12,🚴🏻🚴🏻🚴🏻Monkey the luffy session 2 fire🔥🔥🔥,1,-0.8225,Negative,YouTube
2026-01-12,Gather here if you here early:,1,0.0,Neutral,YouTube
2026-01-17,Wow so cool,1,0.7501,Positive,YouTube
2026-01-17,"Mr Prince debut
Zoro vs x100 baroque officials.. Vivi.. Chopper.. And to top it all... Robin

What a great time to be a one piece fan",1,0.802,Positive,YouTube
2026-01-17,Looks like garbage,1,0.3612,Positive,YouTube
2026-01-17,Mr 13 and Miss Friday are in this!!!!!!,1,-0.4153,Negative,YouTube
2026-01-17,The 3 on top of his head is MAJESTIC,1,0.2023,Positive,YouTube
2026-01-12,Who's Gonna tell them that King Cobra is gonna die!😭😭😿,1,-0.9259,Negative,YouTube
2026-01-13,No Crocodile reveal is devious.,1,-0.296,Negative,YouTube
2026-01-13,"Annnnnd blackwashing again, thanks Netflix.",1,0.4404,Positive,YouTube
2026-01-13,Robin chwaaan!,1,0.0,Neutral,YouTube
2026-01-13,who the hell made vivi black ? she look's like shi...iit,1,-0.4767,Negative,YouTube
2026-01-13,The unluckies! ❤️ next season seems very promising! ❤️,1,0.554,Positive,YouTube
2026-01-13,Nami is so hot,1,0.0,Neutral,YouTube
2026-01-13,another season means another incredible soundtrack as well :),1,0.6557,Positive,YouTube
2026-01-13,Even though we don't see them in the Manga at the time I hope we do get some scenes with Coby & Helmeppo as they got a lot of screentime in the first series.,1,0.4404,Positive,YouTube
2026-01-13,"idk, to me a live action adaptation of an anime like this just doesnt work. some stuff is just better animated.",1,0.6124,Positive,YouTube
2026-01-17,Looks great 🎊,1,0.6249,Positive,YouTube
2026-01-18,Mrs All Sunday ❤,1,0.6369,Positive,YouTube
2026-01-12,Waiting for this for so long,1,0.0,Neutral,YouTube
2026-01-13,Perfect Mr. 3 casting. That's all I can say. Literally perfect.,1,0.8126,Positive,YouTube
2026-01-13,Why is Vivi brown????? Are we ignoring canon once again?? Her skin is white.,1,-0.5661,Negative,YouTube
2026-01-13,This vivi & igaram really from egypt?,1,0.0,Neutral,YouTube
2026-01-13,Hopefully they include Luffy’s calming tea moment with miss Golden week and Zoro’s candle statue pose HAHA IYKYK,1,0.8192,Positive,YouTube
2026-01-13,IM SO EXCITED!!!,1,0.5528,Positive,YouTube
2026-01-13,WHERE’S CHOPPER!?,1,0.0,Neutral,YouTube
2026-01-13,Robin-Chwan!!!🔥❤️🛐,1,-0.2677,Negative,YouTube
2026-01-13,"Cant wait to watch Season Two, Season One was Great",1,0.6249,Positive,YouTube
2026-01-13,Absolutely stoked for this.,1,0.0,Neutral,YouTube
2026-01-13,This it❤,1,0.6369,Positive,YouTube
2026-01-13,"0:05 to 0:06
Thats Dragons lightning!!🐲🐲⚡️",1,0.0,Neutral,YouTube
2026-01-13,Nico Robin and Chopper is the most sweetest angels ever🥺🥹😭❤️🫂✨💞🫶🏼,1,-0.2023,Negative,YouTube
2026-01-13,Robin-chwannn❤❤❤,1,0.9274,Positive,YouTube
2026-01-13,Emily swan ❤,1,0.6369,Positive,YouTube
2026-01-18,"So my only only complaint is about vivi, now hear me out on this, I don’t care that she’s black, it’s fine, she’s supposed to be from a Egyptian like region, but what concerns me is why oda decided to make the change when in the anime and mangas she’s light skinned, knowing how obsessive people are, obviously they weren’t gonna like it, and the point of the live action show wether you like this answer or not is money, and changing the skin color in 2026 for a show that’s notorious for showing big boobed white woken and all the freaks who watch it, it will turn people away",1,0.3291,Positive,YouTube
2026-01-18,holy peak,1,0.0,Neutral,YouTube
2026-01-12,All looks amazing,1,0.5859,Positive,YouTube
2026-01-12,Okay….,1,0.0,Neutral,YouTube
2026-01-12,"Underrated, But peak 🗿",1,0.0,Neutral,YouTube
2026-01-18,Robin 🫦,1,0.0,Neutral,YouTube
2026-01-13,FROM THE LEGENDARY EIICHIRO ODA🗿🗿,1,0.0,Neutral,YouTube
2026-01-13,Netflix race swapped Vivi to nobody's surprise.,1,0.2732,Positive,YouTube
2026-01-13,"Perfect casting for Mr. 3! XD BTW, I think Sawyer7mage would still be a good choice for Trafalgar Law, assuming it doesn't take ten years to get to Sabaody, lol.",1,0.9352,Positive,YouTube
2026-01-13,"The theme music is so good, everything about this looks amazing.",1,0.8196,Positive,YouTube
2026-01-13,Forcefully making all the people into fk monkeys and casting someone as nico robin with no boobs is so fk shit.,1,-0.7251,Negative,YouTube
2026-01-13,"Pleeeeeade stop that!!!! This is soooo bad. This has NOTHING to do with One Piece! It looks like amateurs made it for 100 dollar. Although, that probably be better 😂🙈",1,0.5815,Positive,YouTube
2026-01-13,CRINGE AS FK 😂😭,1,-0.0516,Negative,YouTube
2026-01-13,Damn Robin is hot af~,1,-0.4019,Negative,YouTube
2026-01-18,OMG I CANT WAIT BRO THIS IS GONNA BE GREAT!,1,0.6588,Positive,YouTube
2026-01-18,"I lover everything,  the one thing I hate is their outfit being so clean and well dressed and well ironed, as if like they are doing a cosplay in an event, I would prefer them to be realistic in terms of their outfit.",1,0.8609,Positive,YouTube
2026-01-18,Please never stop being so faithful to the original!!! This is the best live action adaptation ever!!! <3 🥺🥺🥺,1,0.9513,Positive,YouTube
2026-01-12,crazy its been like 3 years,1,0.0258,Neutral,YouTube
2026-01-12,ROBIN CHWANNNNN !!!!!,1,0.0,Neutral,YouTube
2026-01-12,LETSSSS GOOOOO,1,0.0,Neutral,YouTube
2026-01-12,Let's go sailing 🔥,1,-0.34,Negative,YouTube
2026-01-12,My First And Favorite Series.. Stranger Things 🔥👑💯,1,0.1531,Positive,YouTube
2026-01-12,I CAN'T WAIT,1,0.0,Neutral,YouTube
2026-01-13,why is Robin not black ? smh,1,0.2411,Positive,YouTube
2026-01-13,Crazy.,1,-0.34,Negative,YouTube
2026-01-13,So the one piece is real?,1,0.0,Neutral,YouTube
2026-01-13,Oda's supportive comments on Nobuhiro Watsuki after he was caught with child porn makes me avoid anything one piece just came to let the people know the creator is a weirdo for that one (the support came multiple times After nobuhiro confessed to liking children),1,0.3818,Positive,YouTube
2026-01-13,:45 I love the line delivery into the guitar rift as they intro Luffy. This shows peak fr.,1,0.6369,Positive,YouTube
2026-01-13,YESSSSSSSSSSSS,1,0.0,Neutral,YouTube
2026-01-13,I had no confidence in the second season bit this trailer seemed amazing,1,0.2728,Positive,YouTube
2026-01-13,AWESOME,1,0.6249,Positive,YouTube
2026-01-13,cant wait 🙂,1,-0.3101,Negative,YouTube
2026-01-13,robeeen chwaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaan <3,1,0.4404,Positive,YouTube
2026-01-13,Only Netflixs gets weirder by the year.   Start pumping out good movies like Extraction again!,1,0.636,Positive,YouTube
2026-01-13,와 지리네,1,0.0,Neutral,YouTube
2026-01-13,robin looks to young she should a russian milf not a teen,1,0.0,Neutral,YouTube
2026-01-13,"I'm waiting for Zoro fight. Fighting entire person's in anime, I want to seek the same here.",1,-0.5859,Negative,YouTube
2026-01-13,Robin is so on point.,1,0.0,Neutral,YouTube
2026-01-13,Minority Hunter Zoro,1,0.0,Neutral,YouTube
2026-01-13,Why are all people from alabaster black?,1,0.0,Neutral,YouTube
2026-01-18,All I need is Zoro sleeping during everything only to come in clutch once he awakens at night. ⚔️,1,0.0,Neutral,YouTube
2026-01-19,I'm stupified on how good everything looks😢😢,1,-0.5106,Negative,YouTube
2026-01-13,This looks amazing! Everything but Vivi looked fantastic!,1,0.8353,Positive,YouTube
2026-01-13,This is gonna be fireeee🤩,1,0.0,Neutral,YouTube
2026-01-13,I'm the 6667th comment... I didn't think I had it in me to break 6666,1,0.0,Neutral,YouTube
2026-01-13,"Hmm. Hope they keep the magic going with season 3. With the show runner gone I’m worried. 
Also these guys should be in constant production or Luffy will be 50 by the time they get the one piece.",1,0.1779,Positive,YouTube
2026-01-13,I'm really excited from this to come out in march,1,0.4005,Positive,YouTube
2026-01-13,Wowie,1,0.0,Neutral,YouTube
2026-01-13,Hey! Miss Goldenweek. The character with the most mysterious ability in One Piece thats not Haki or Devil Fruit related.,1,0.6991,Positive,YouTube
2026-01-13,HOLY ITS ALL OVER MY SCREEN,1,0.0,Neutral,YouTube
2026-01-13,The music is on fire🔥🔥,1,-0.7351,Negative,YouTube
2026-01-13,All ik is they better do the scene of zoro walking down everyone in  baroque works  justice 😂😂😂,1,0.9325,Positive,YouTube
2026-01-13,Robin is so perfect,1,0.6948,Positive,YouTube
2026-01-13,Mami Robin❤,1,0.6369,Positive,YouTube
2026-01-13,What is that? Can Netflix pull off the second season again not being the usual horrible Netflix - propaganda slop? Would be something.,1,-0.7059,Negative,YouTube
2026-01-13,❤️‍🔥❤️‍🔥❤️‍🔥,1,-0.7351,Negative,YouTube
2026-01-13,Vivi’s not it,1,0.0,Neutral,YouTube
2026-01-13,🤮🤢💩,1,0.0,Neutral,YouTube
2026-01-13,Holy Mother of Hype!,1,0.0,Neutral,YouTube
2026-01-13,Damn i want shraddha kapoor as boa hancock,1,-0.34,Negative,YouTube
2026-01-13,Thank you this is the grand. Oh I’ve been praying for this. Thank you people at Netflix and the crew on God this miracle.,1,0.9442,Positive,YouTube
2026-01-13,Yassss finally,1,0.0,Neutral,YouTube
2026-01-18,Gigantesco manooo😭😭😭 I wanna hear it just once Robiinnn,1,-0.8519,Negative,YouTube
2026-01-18,They botched vivi so bad,1,-0.6696,Negative,YouTube
2026-01-18,Please stop this BS and complete the manga and Anime.,1,0.0258,Neutral,YouTube
2026-01-12,Is vivi black ?,1,0.0,Neutral,YouTube
2026-01-19,Nico 😍,1,0.4588,Positive,YouTube
2026-01-19,"I was going to dislike because, no chopper in the trailer. But, that was GAS!",1,-0.4003,Negative,YouTube
2026-01-19,Yay live action season 2!!!,1,0.6458,Positive,YouTube
2026-01-19,"Woof, Igaram is a CUTIE!",1,0.5461,Positive,YouTube
2026-01-19,"I’m loving Robin’s accent, it works very well",1,0.7425,Positive,YouTube
2026-01-19,Charitha Chandran queen,1,0.0,Neutral,YouTube
2026-01-13,It's so funny how a series which by all means should be impossible to do justice in live action is having this quality I do hope it does keep it up,1,0.8588,Positive,YouTube
2026-01-13,If they keep this up I might never need to watch the anime again,1,0.0,Neutral,YouTube
2026-01-13,"Wasn’t really planning on watching season 2, but I can’t resist, this looks pretty good 🤣",1,0.9253,Positive,YouTube
2026-01-13,Where is shraddha kapoor?,1,0.0,Neutral,YouTube
2026-01-13,"So many locations makes the budget distributed. That's why it's harder to maintain the grandeur of this series than most other ones but they do it surprisingly well.
Of course the original work is unmatched but this is entertaining too.",1,0.8957,Positive,YouTube
2026-01-13,"Damn this could've been one of the most legendary shows, amongst the lines of LoTR, if only it wasn't Netflix and their forceful casting of obviously not fitting actors 🥲",1,-0.4019,Negative,YouTube
2026-01-13,March feels too far away! 😁,1,0.5093,Positive,YouTube
2026-01-18,"I'm say it here for the skeptics that hate the live action. The casting for Robin is greate and so was the show in S1. Was it perfect? No, but it was enjoyable and cinematic.",1,0.5647,Positive,YouTube
2026-01-18,Oh she's a perfect cast for Robin,1,0.5719,Positive,YouTube
2026-01-12,ITS FINALLY HERE,1,0.0,Neutral,YouTube
2026-01-19,Damnn for pirates their outfits are super clean and look absolute brand new,1,0.765,Positive,YouTube
2026-01-19,"Как вы это смотрити, это же кринж. Все равно что бабушка моя одела парик и сказала что она мериджейн",1,0.0,Neutral,YouTube
2026-01-19,0:57 is now my favourite scene. and it's not even out yet. And OMG ROBIN'S ACTRESS IS SO PRETTY!!!,1,0.8327,Positive,YouTube
2026-01-12,CANT WAIT!!!,1,0.0,Neutral,YouTube
2026-01-12,Yesss,1,0.0,Neutral,YouTube
2026-01-13,The casting sucks,1,-0.3612,Negative,YouTube
2026-01-19,1:27,1,0.0,Neutral,YouTube
2026-01-13,the mr 3 actor is perfect and I am 100% that dude actually read/watches one piece.,1,0.5719,Positive,YouTube
2026-01-13,Super GAY!!!!!!!,1,0.7243,Positive,YouTube
2026-01-19,Why would these artist sign to flops. They will be used as payola packages for Meghan and will be sent to her Popeyes to work. Signing under an establishing Artist has never been a good idea for no one in music. Ask Chloe and Halle 😂😂😂,1,0.4007,Positive,YouTube
2026-01-13,YAYYYY ROBIN IS RUSSIAN LIKE SHES SUPPOSE TO BE NOW IM ACTUALLY HAPPY,1,0.7351,Positive,YouTube
2026-01-13,Viví 🤢,1,0.0,Neutral,YouTube
2026-01-13,ABOUT FLiiPPiiNG TIME!,1,0.0,Neutral,YouTube
2026-01-12,They looks so cool,1,0.4572,Positive,YouTube
2026-01-19,"You guys finally learned. Now, bring in Naruto. ",1,0.0,Neutral,YouTube
2026-01-13,Ffs they race swaped vivi and igaram. You just couldnt help yourselves huh?,1,-0.7234,Negative,YouTube
2026-01-13,Who TF is watching this trash 🗑️ I really can't understand this shit 🤢,1,-0.6428,Negative,YouTube
2026-01-13,0:48’Monkey D Luffy’ the way she said it was epic,1,0.0,Neutral,YouTube
2026-01-13,"I’m going to say the same thing as I did about season one, this looks so bad the casting choices are insane…… but with that being said season one was good so here’s hoping it wasn’t just lighting in a bottle.",1,0.7369,Positive,YouTube
2026-01-13,Cringe 😂.,1,0.4404,Positive,YouTube
2026-01-13,Well this looks gay.,1,0.2732,Positive,YouTube
2026-01-13,The animated one piece is the best. This looks stupid as hell.,1,-0.5859,Negative,YouTube
2026-01-19,man they nailed Mr. 3,1,0.0,Neutral,YouTube
2026-01-19,I'm not a one piece fan but I swear y'all are eating like you see who playing Robin?? She kinda fine,1,0.7858,Positive,YouTube
2026-01-19,Netflix has found there decade long cash cow,1,0.0,Neutral,YouTube
2026-01-13,Good to see that they learned from all the other shows and are rave swapping everyone and making em gai.,1,0.4404,Positive,YouTube
2026-01-13,why they did this to VV,1,0.0,Neutral,YouTube
2026-01-13,Megan Fox is the real Nico Robin,1,0.0,Neutral,YouTube
2026-01-13,The one thing I watch on Netflix. Let's go!,1,0.0,Neutral,YouTube
2026-01-13,*ive been praying for times like these* a latina mommy robin 😭😭😭,1,-0.6486,Negative,YouTube
2026-01-13,Vivi was my favorite in this! Sucks she didnt stick with them after the alabasta saga but shes still with them in her heart. X forever😢,1,0.4926,Positive,YouTube
2026-01-13,LOL WTF IS THIS CASTING,1,-0.25,Negative,YouTube
2026-01-12,Zoro,1,0.0,Neutral,YouTube
2026-01-19,Emily Rudd queen,1,0.0,Neutral,YouTube
2026-01-19,Lera Abova queen,1,0.0,Neutral,YouTube
2026-01-19,robin,1,0.0,Neutral,YouTube
2026-01-19,Cant wait to see croco boy,1,0.0,Neutral,YouTube
2026-01-19,monkey d luffy eating live action mr fantastic up lowkey 😭,1,0.128,Positive,YouTube
2026-01-12,I'm Early!!!,0,0.0,Neutral,YouTube
2026-01-12,Now I can stop grieving about the ending  of Stranger Things..,0,-0.6705,Negative,YouTube
2026-01-12,I can't wait !!,0,0.0,Neutral,YouTube
2026-01-12,Baka yaro 😂,0,0.4404,Positive,YouTube
2026-01-12,Blyat 1:50,0,0.0,Neutral,YouTube
2026-01-12,Lezzz gooo,0,0.0,Neutral,YouTube
2026-01-12,Can't wait,0,0.0,Neutral,YouTube
2026-01-12,Letsss gooooooo,0,0.0,Neutral,YouTube
2026-01-12,1min looool,0,0.0,Neutral,YouTube
2026-01-12,OMG,0,0.0,Neutral,YouTube
2026-01-12,Second person I feel like the luckiest man in the world,0,0.7506,Positive,YouTube
2026-01-12,Iam the 6th watcher,0,0.0,Neutral,YouTube
2026-01-12,6th,0,0.0,Neutral,YouTube
2026-01-12,YOOOOOOOOOOOOOOOOO FINALLY!!!!!!!,0,0.0,Neutral,YouTube
